Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer Segment,Customer State,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,3,4,-49.5,197.9900055,Shipping canceled,0,48,Water Sports,Caguas,Puerto Rico,9783,Consumer,PR,7,Fan Shop,18.28681755,-66.37055206,USCA,Ottawa,Canada,9783,11/12/2016 3:25,46662,1073,2.0,0.01,116661,199.9900055,-0.25,1,199.9900055,197.9900055,-49.5,Canada,Ontario,SUSPECTED_FRAUD,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,11/15/2016 3:25,Standard Class
DEBIT,3,2,-11.06000042,46.47999954,Late delivery,1,46,Indoor/Outdoor Games,Jamaica,EE. UU.,1727,Corporate,NY,7,Fan Shop,40.70177841,-73.80841827,USCA,Seattle,Estados Unidos,1727,4/8/2016 13:32,31757,1014,3.5,0.07,79373,49.97999954,-0.239999995,1,49.97999954,46.47999954,-11.06000042,West of USA ,Washington,COMPLETE,98115.0,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/11/2016 13:32,Second Class
DEBIT,2,1,102.0800018,237.4100037,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,8818,Home Office,PR,7,Fan Shop,18.22530747,-66.37054443,Europe,Cologne,Alemania,8818,7/21/2017 12:21,63882,1014,12.5,0.050000001,159686,49.97999954,0.430000007,5,249.8999939,237.4100037,102.0800018,Western Europe,Renania del Norte-Westfalia,COMPLETE,,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,7/23/2017 12:21,First Class
DEBIT,5,2,10.19999981,170.0,Late delivery,1,24,Women's Apparel,Garden Grove,EE. UU.,3766,Consumer,CA,5,Golf,33.76652145,-117.9461899,Pacific Asia,Sivas,Turquía,3766,8/31/2016 18:25,41704,502,30.0,0.150000006,104115,50.0,0.059999999,4,200.0,170.0,10.19999981,West Asia,Sivas,COMPLETE,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,9/5/2016 18:25,Second Class
DEBIT,5,4,2.960000038,33.58000183,Late delivery,1,36,Golf Balls,Tustin,EE. UU.,6137,Consumer,CA,6,Outdoors,36.81669235,-121.6491547,LATAM,San Francisco de Macorís,República Dominicana,6137,2/3/2015 4:19,2274,804,6.400000095,0.159999996,5703,19.98999977,0.090000004,2,39.97999954,33.58000183,2.960000038,Caribbean,Duarte,COMPLETE,,804,36,,Glove It Women's Imperial Golf Glove,19.98999977,0,2/8/2015 4:19,Standard Class
CASH,3,2,-1.389999986,106.5899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,10564,Consumer,PR,4,Apparel,18.28524971,-66.37056732,Europe,Manchester,Reino Unido,10564,6/29/2015 15:20,12307,403,23.39999962,0.180000007,30750,129.9900055,-0.01,1,129.9900055,106.5899963,-1.389999986,Northern Europe,Inglaterra,CLOSED,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,7/2/2015 15:20,Second Class
PAYMENT,3,4,81.33999634,165.9900055,Advance shipping,0,48,Water Sports,Aurora,EE. UU.,6486,Consumer,CO,7,Fan Shop,39.69681549,-104.8411789,Europe,Siegen,Alemania,6486,6/22/2015 15:10,11827,1073,34.0,0.170000002,29578,199.9900055,0.49000001,1,199.9900055,165.9900055,81.33999634,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,6/25/2015 15:10,Standard Class
DEBIT,5,4,75.66000366,193.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,10552,Consumer,PR,7,Fan Shop,18.22195053,-66.3705368,Africa,Safi,Marruecos,10552,12/20/2016 17:02,49304,1073,6.0,0.029999999,123247,199.9900055,0.389999986,1,199.9900055,193.9900055,75.66000366,North Africa,Dukala-Abda,COMPLETE,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,12/25/2016 17:02,Standard Class
DEBIT,2,1,7.78000021,123.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,2616,Consumer,PR,4,Apparel,18.21655846,-66.37054443,Europe,Monza,Italia,2616,8/8/2017 3:13,65089,403,6.5,0.050000001,162668,129.9900055,0.059999999,1,129.9900055,123.4899979,7.78000021,Southern Europe,Lombardía,ON_HOLD,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,8/10/2017 3:13,First Class
DEBIT,4,2,69.75,224.9900055,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,2192,Consumer,PR,7,Fan Shop,18.24031067,-66.37055206,LATAM,Managua,Nicaragua,2192,2/25/2015 6:45,3788,957,75.0,0.25,9433,299.980011,0.310000002,1,299.980011,224.9900055,69.75,Central America,Managua,COMPLETE,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,3/1/2015 6:45,Second Class
PAYMENT,6,4,-92.04000092,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,10990,Consumer,PR,4,Apparel,18.21441841,-66.37052918,Pacific Asia,Mackay,Australia,10990,12/24/2015 4:34,24470,403,19.5,0.150000006,61238,129.9900055,-0.829999983,1,129.9900055,110.4899979,-92.04000092,Oceania,Queensland,PENDING_PAYMENT,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/30/2015 4:34,Standard Class
TRANSFER,2,1,90.70999908,251.9799957,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,11433,Consumer,PR,7,Fan Shop,18.2574234,-66.37062073,LATAM,San Pedro Sula,Honduras,11433,1/18/2015 23:16,1232,957,48.0,0.159999996,3059,299.980011,0.360000014,1,299.980011,251.9799957,90.70999908,Central America,Cortés,PENDING,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/20/2015 23:16,First Class
DEBIT,6,4,76.48999786,254.9799957,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,3296,Home Office,PR,7,Fan Shop,18.23466301,-66.37059784,LATAM,Caucaia,Brasil,3296,3/28/2017 3:56,55980,957,45.0,0.150000006,139964,299.980011,0.300000012,1,299.980011,254.9799957,76.48999786,South America,Ceará,COMPLETE,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,4/3/2017 3:56,Standard Class
CASH,6,4,82.34999847,211.1600037,Late delivery,1,17,Cleats,Honolulu,EE. UU.,2769,Corporate,HI,4,Apparel,21.32080078,-157.8613892,USCA,Saanich,Canada,2769,1/6/2017 3:31,50430,365,28.79999924,0.119999997,126007,59.99000168,0.389999986,4,239.9600067,211.1600037,82.34999847,Canada,Columbia británica,CLOSED,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/12/2017 3:31,Standard Class
DEBIT,3,2,4.909999847,122.8399963,Late delivery,1,18,Men's Footwear,Brooklyn,EE. UU.,10124,Home Office,NY,4,Apparel,40.6292305,-73.94178009,USCA,San Diego,Estados Unidos,10124,8/13/2016 15:17,40462,403,7.150000095,0.059999999,100970,129.9900055,0.039999999,1,129.9900055,122.8399963,4.909999847,West of USA ,California,COMPLETE,92037.0,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,8/16/2016 15:17,Second Class
DEBIT,5,4,13.03999996,173.9299927,Late delivery,1,46,Indoor/Outdoor Games,Tempe,EE. UU.,5127,Consumer,AZ,7,Fan Shop,33.35738754,-111.9551849,Pacific Asia,Gold Coast,Australia,5127,1/2/2016 22:57,25139,1014,25.98999977,0.129999995,62991,49.97999954,0.079999998,4,199.9199982,173.9299927,13.03999996,Oceania,Queensland,COMPLETE,,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/7/2016 22:57,Standard Class
PAYMENT,2,4,10.0,199.9900055,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,6692,Home Office,PR,7,Fan Shop,18.21487236,-66.37050629,LATAM,Chinautla,Guatemala,6692,4/15/2015 19:28,7181,1073,0.0,0.0,17980,199.9900055,0.050000001,1,199.9900055,199.9900055,10.0,Central America,Guatemala,PENDING_PAYMENT,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,4/17/2015 19:28,Standard Class
DEBIT,2,4,-6.369999886,489.9500122,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,10191,Consumer,PR,3,Footwear,18.23155022,-66.37055969,LATAM,Panama City,Panamá,10191,2/20/2017 8:11,53526,191,10.0,0.02,133771,99.98999786,-0.01,5,499.9500122,489.9500122,-6.369999886,Central America,Panamá,COMPLETE,,191,9,,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/22/2017 8:11,Standard Class
TRANSFER,2,4,26.37999916,90.95999908,Shipping canceled,0,46,Indoor/Outdoor Games,Chicago,EE. UU.,5755,Consumer,IL,7,Fan Shop,41.12160111,-87.73418427,Pacific Asia,Albury,Australia,5755,11/22/2015 0:25,22266,1014,9.0,0.090000004,55742,49.97999954,0.289999992,2,99.95999908,90.95999908,26.37999916,Oceania,Nueva Gales del Sur,SUSPECTED_FRAUD,,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,11/24/2015 0:25,Standard Class
DEBIT,0,0,102.9000015,283.480011,Shipping on time,0,43,Camping & Hiking,New York,EE. UU.,5298,Consumer,NY,7,Fan Shop,40.85889053,-73.93106842,LATAM,La Romana,República Dominicana,5298,3/6/2017 3:16,54471,957,16.5,0.059999999,136225,299.980011,0.360000014,1,299.980011,283.480011,102.9000015,Caribbean,La Romana,COMPLETE,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,3/6/2017 15:16,Same Day
CASH,3,2,17.95000076,284.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,2830,Corporate,PR,7,Fan Shop,18.2565136,-66.37057495,USCA,Hesperia,Estados Unidos,2830,5/10/2016 12:47,33947,957,15.0,0.050000001,84713,299.980011,0.059999999,1,299.980011,284.980011,17.95000076,West of USA ,California,CLOSED,92345.0,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,5/13/2016 12:47,Second Class
TRANSFER,5,4,164.6300049,335.980011,Late delivery,1,45,Fishing,Wayne,EE. UU.,317,Consumer,NJ,7,Fan Shop,29.55552483,-95.71289825,USCA,Mcallen,Estados Unidos,317,8/15/2016 13:32,40594,1004,64.0,0.159999996,101272,399.980011,0.49000001,1,399.980011,335.980011,164.6300049,US Center ,Texas,PROCESSING,78501.0,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,8/20/2016 13:32,Standard Class
PAYMENT,5,4,15.11999989,377.9599915,Late delivery,1,9,Cardio Equipment,Cleveland,EE. UU.,1961,Corporate,OH,3,Footwear,41.47253799,-81.73633575,Africa,Pretoria,SudAfrica,1961,11/4/2016 8:41,46129,191,22.0,0.059999999,115327,99.98999786,0.039999999,4,399.9599915,377.9599915,15.11999989,Southern Africa,Gauteng,PENDING_PAYMENT,,191,9,,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,11/9/2016 8:41,Standard Class
DEBIT,4,4,92.12000275,195.9900055,Shipping on time,0,48,Water Sports,Glendale,EE. UU.,11912,Corporate,AZ,7,Fan Shop,33.66019821,-112.1931229,USCA,New York City,Estados Unidos,11912,6/1/2016 14:09,35458,1073,4.0,0.02,88577,199.9900055,0.469999999,1,199.9900055,195.9900055,92.12000275,East of USA,Nueva York,COMPLETE,10035.0,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,6/5/2016 14:09,Standard Class
TRANSFER,4,4,61.75,189.9900055,Shipping on time,0,48,Water Sports,Aurora,EE. UU.,2106,Consumer,CO,7,Fan Shop,39.74543381,-104.8753815,Africa,Lagos,Nigeria,2106,12/8/2016 12:08,48468,1073,10.0,0.050000001,121216,199.9900055,0.330000013,1,199.9900055,189.9900055,61.75,West Africa,Lagos,PENDING,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,12/12/2016 12:08,Standard Class
DEBIT,4,2,55.09000015,196.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,6560,Corporate,PR,4,Apparel,18.28826523,-66.3706131,Europe,London,Reino Unido,6560,9/24/2017 18:45,68353,365,43.18999863,0.180000007,170883,59.99000168,0.280000001,4,239.9600067,196.7700043,55.09000015,Northern Europe,Inglaterra,COMPLETE,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/28/2017 18:45,Second Class
TRANSFER,3,4,47.36999893,100.7799988,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,11021,Consumer,PR,4,Apparel,18.29764557,-66.37055206,LATAM,Santo Domingo,República Dominicana,11021,3/12/2015 10:45,4827,365,19.20000076,0.159999996,12078,59.99000168,0.469999999,2,119.9800034,100.7799988,47.36999893,Caribbean,Santo Domingo,PENDING,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/15/2015 10:45,Standard Class
TRANSFER,5,4,3.75,150.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,2197,Consumer,PR,5,Golf,18.25911331,-66.3706131,LATAM,Mexico City,México,2197,4/12/2017 11:26,57029,502,0.0,0.0,142657,50.0,0.029999999,3,150.0,150.0,3.75,Central America,Distrito Federal,PENDING,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/17/2017 11:26,Standard Class
DEBIT,0,0,-66.40000153,278.980011,Shipping on time,0,43,Camping & Hiking,Livermore,EE. UU.,5538,Corporate,CA,7,Fan Shop,37.3900528,-121.4688492,Africa,Mombasa,Kenia,5538,11/20/2016 7:58,47223,957,21.0,0.07,118037,299.980011,-0.239999995,1,299.980011,278.980011,-66.40000153,East Africa,Costa,COMPLETE,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,11/20/2016 19:58,Same Day
PAYMENT,6,4,22.32999992,118.7600021,Late delivery,1,44,Hunting & Shooting,Corona,EE. UU.,6199,Consumer,NY,7,Fan Shop,40.74443436,-73.86535645,LATAM,Puno,Perú,6199,1/24/2017 7:42,51675,977,1.200000048,0.01,129118,29.98999977,0.189999998,4,119.9599991,118.7600021,22.32999992,South America,Puno,PENDING_PAYMENT,,977,44,,ENO Atlas Hammock Straps,29.98999977,0,1/30/2017 7:42,Standard Class
PAYMENT,5,4,41.45999908,115.1699982,Late delivery,1,29,Shop By Sport,Laredo,EE. UU.,10286,Home Office,TX,5,Golf,27.47508431,-99.46860504,USCA,Milwaukee,Estados Unidos,10286,8/10/2016 5:39,40229,627,4.800000191,0.039999999,100382,39.99000168,0.360000014,3,119.9700012,115.1699982,41.45999908,US Center ,Wisconsin,PENDING_PAYMENT,53209.0,627,29,,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,8/15/2016 5:39,Standard Class
PAYMENT,2,4,115.1900024,383.980011,Advance shipping,0,45,Fishing,Powder Springs,EE. UU.,3790,Consumer,GA,7,Fan Shop,33.86013031,-84.68437958,Africa,Igurusi,Tanzania,3790,12/1/2016 7:46,47976,1004,16.0,0.039999999,119985,399.980011,0.300000012,1,399.980011,383.980011,115.1900024,East Africa,Mbeya,PENDING_PAYMENT,,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,12/3/2016 7:46,Standard Class
PAYMENT,2,4,19.85000038,49.63000107,Advance shipping,0,60,Baby ,Caguas,Puerto Rico,12749,Consumer,PR,4,Apparel,18.25649071,-66.0370636,Europe,Hamburgo,Alemania,12749,10/7/2017 2:05,69196,1347,9.449999809,0.159999996,172511,59.08000183,0.400000006,1,59.08000183,49.63000107,19.85000038,Western Europe,Hamburgo,PENDING_PAYMENT,,1347,60,,Baby sweater,59.08000183,0,10/9/2017 2:05,Standard Class
TRANSFER,5,4,41.75,260.9599915,Late delivery,1,17,Cleats,San Bernardino,EE. UU.,8655,Corporate,CA,4,Apparel,34.11592865,-117.2950821,USCA,San Diego,Estados Unidos,8655,6/24/2016 19:33,37049,365,38.99000168,0.129999995,92448,59.99000168,0.159999996,5,299.9500122,260.9599915,41.75,West of USA ,California,PENDING,92037.0,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,6/29/2016 19:33,Standard Class
CASH,1,0,61.11000061,290.980011,Late delivery,1,43,Camping & Hiking,Philadelphia,EE. UU.,11931,Corporate,PA,7,Fan Shop,39.95473099,-75.20536804,Pacific Asia,Kostanái,Kazajistán,11931,11/1/2016 14:07,45939,957,9.0,0.029999999,114810,299.980011,0.209999993,1,299.980011,290.980011,61.11000061,Central Asia,Kostanái,CLOSED,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,11/2/2016 2:07,Same Day
DEBIT,2,4,-204.8999939,245.9799957,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,2074,Corporate,PR,7,Fan Shop,18.25816155,-66.37056732,Europe,Plock,Polonia,2074,8/30/2016 8:05,41606,957,54.0,0.180000007,103853,299.980011,-0.829999983,1,299.980011,245.9799957,-204.8999939,Eastern Europe,Mazovia,COMPLETE,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,9/1/2016 8:05,Standard Class
DEBIT,3,2,12.22000027,194.0,Late delivery,1,24,Women's Apparel,Santa Clara,EE. UU.,7069,Corporate,CA,5,Golf,37.34420395,-121.9884415,LATAM,Chinandega,Nicaragua,7069,1/31/2017 8:34,52157,502,6.0,0.029999999,130317,50.0,0.059999999,4,200.0,194.0,12.22000027,Central America,Chinandega,ON_HOLD,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/3/2017 8:34,Second Class
DEBIT,2,1,-32.81000137,78.48999786,Late delivery,1,72,Pet Supplies,Greenville,EE. UU.,16496,Corporate,NC,11,Pet Shop,35.57654572,-77.35910797,Pacific Asia,Bendigo,Australia,16496,11/30/2017 18:49,72943,1359,5.909999847,0.07,176258,84.40000153,-0.419999987,1,84.40000153,78.48999786,-32.81000137,Oceania,Victoria,COMPLETE,,1359,72,,Adult dog supplies,84.40000153,0,12/2/2017 18:49,First Class
PAYMENT,4,4,56.84999847,113.6999969,Shipping on time,0,40,Accessories,Apex,EE. UU.,11606,Consumer,NC,6,Outdoors,35.73103714,-78.85575104,Pacific Asia,Surabaya,Indonesia,11606,11/12/2015 16:54,21628,886,11.25,0.090000004,54087,24.98999977,0.5,5,124.9499969,113.6999969,56.84999847,Southeast Asia,Java Oriental,PENDING_PAYMENT,,886,40,,Team Golf San Francisco Giants Putter Grip,24.98999977,0,11/16/2015 16:54,Standard Class
DEBIT,6,4,45.0,199.9900055,Late delivery,1,48,Water Sports,Irving,EE. UU.,12178,Consumer,TX,7,Fan Shop,32.82715988,-97.00611877,Europe,Ginebra,Suiza,12178,6/22/2015 9:13,11810,1073,0.0,0.0,29532,199.9900055,0.230000004,1,199.9900055,199.9900055,45.0,Western Europe,Ginebra,ON_HOLD,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,6/28/2015 9:13,Standard Class
PAYMENT,6,4,2.25999999,11.31000042,Late delivery,1,74,Toys,Los Angeles,EE. UU.,19628,Corporate,CA,7,Fan Shop,34.03234482,-118.3598175,Pacific Asia,Fukuyama,Japón,19628,1/15/2018 12:06,76075,1361,0.230000004,0.02,179390,11.53999996,0.200000003,1,11.53999996,11.31000042,2.25999999,Eastern Asia,Hiroshima,PENDING_PAYMENT,,1361,74,,Toys ,11.53999996,0,1/21/2018 12:06,Standard Class
DEBIT,2,2,22.62000084,86.98999786,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,11597,Consumer,PR,3,Footwear,18.2200489,-66.3705368,Africa,Warri,Nigeria,11597,10/23/2016 4:51,45296,191,13.0,0.129999995,113179,99.98999786,0.25999999,1,99.98999786,86.98999786,22.62000084,West Africa,Delta,COMPLETE,,191,9,,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/25/2016 4:51,Second Class
PAYMENT,5,2,-2.869999886,50.38999939,Late delivery,1,17,Cleats,Aurora,EE. UU.,2228,Corporate,CO,4,Apparel,39.74221039,-104.8376007,Europe,Dublín,Irlanda,2228,7/4/2015 2:53,12614,365,9.600000381,0.159999996,31585,59.99000168,-0.059999999,1,59.99000168,50.38999939,-2.869999886,Northern Europe,Dublín,PENDING_PAYMENT,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/9/2015 2:53,Second Class
TRANSFER,6,4,14.61999989,116.9899979,Shipping canceled,0,18,Men's Footwear,Moreno Valley,EE. UU.,6737,Consumer,CA,4,Apparel,33.94717026,-117.253624,Pacific Asia,Shenyang,China,6737,3/8/2016 21:07,29655,403,13.0,0.100000001,74185,129.9900055,0.129999995,1,129.9900055,116.9899979,14.61999989,Eastern Asia,Liaoning,SUSPECTED_FRAUD,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/14/2016 21:07,Standard Class
TRANSFER,4,4,45.34000015,125.9499969,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,4579,Consumer,PR,7,Fan Shop,18.28805351,-66.37060547,Europe,Narbonne,Francia,4579,7/7/2017 5:22,62903,1014,23.98999977,0.159999996,157295,49.97999954,0.360000014,3,149.9400024,125.9499969,45.34000015,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,PENDING,,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,7/11/2017 5:22,Standard Class
TRANSFER,4,4,106.7099991,293.980011,Shipping on time,0,43,Camping & Hiking,New York,EE. UU.,11211,Consumer,NY,7,Fan Shop,40.83852005,-73.94216919,USCA,Houston,Estados Unidos,11211,6/24/2016 10:27,37023,957,6.0,0.02,92384,299.980011,0.360000014,1,299.980011,293.980011,106.7099991,US Center ,Texas,PROCESSING,77095.0,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,6/28/2016 10:27,Standard Class
DEBIT,3,4,11.89000034,97.48999786,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,8589,Home Office,PR,4,Apparel,18.29294014,-66.37058258,USCA,Seattle,Estados Unidos,8589,7/27/2016 9:53,39282,403,32.5,0.25,98069,129.9900055,0.119999997,1,129.9900055,97.48999786,11.89000034,West of USA ,Washington,COMPLETE,98115.0,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,7/30/2016 9:53,Standard Class
TRANSFER,3,4,-600.5700073,363.980011,Advance shipping,0,45,Fishing,Bronx,EE. UU.,11069,Consumer,NY,7,Fan Shop,40.84625626,-73.84725189,LATAM,Jiutepec,México,11069,2/21/2017 17:49,53622,1004,36.0,0.090000004,134033,399.980011,-1.649999976,1,399.980011,363.980011,-600.5700073,Central America,Morelos,PENDING,,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2/24/2017 17:49,Standard Class
TRANSFER,5,2,73.80000305,245.9799957,Late delivery,1,43,Camping & Hiking,Merced,EE. UU.,6129,Home Office,CA,7,Fan Shop,37.30478287,-120.4830017,Europe,Bochum,Alemania,6129,9/28/2017 3:40,68584,957,54.0,0.180000007,171471,299.980011,0.300000012,1,299.980011,245.9799957,73.80000305,Western Europe,Renania del Norte-Westfalia,PROCESSING,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,10/3/2017 3:40,Second Class
DEBIT,5,4,15.14000034,52.18999863,Late delivery,1,3,Baseball & Softball,Jersey City,EE. UU.,3586,Corporate,NJ,2,Fitness,40.70602036,-74.08685303,Africa,Casablanca,Marruecos,3586,12/16/2016 14:56,49024,44,7.800000191,0.129999995,122566,59.99000168,0.289999992,1,59.99000168,52.18999863,15.14000034,North Africa,Gran Casablanca,COMPLETE,,44,3,,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,0,12/21/2016 14:56,Standard Class
DEBIT,2,1,65.55000305,142.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,696,Consumer,PR,5,Golf,18.22582817,-66.04576111,LATAM,Gómez Palacio,México,696,4/28/2015 5:37,8032,502,7.5,0.050000001,20070,50.0,0.460000008,3,150.0,142.5,65.55000305,Central America,Durango,COMPLETE,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/30/2015 5:37,First Class
DEBIT,6,4,80.33999634,167.3699951,Late delivery,1,17,Cleats,Caguas,Puerto Rico,5260,Consumer,PR,4,Apparel,18.22116089,-66.37051392,Pacific Asia,Kuala Lumpur,Malasia,5260,3/17/2016 3:03,30220,365,12.60000038,0.07,75511,59.99000168,0.479999989,3,179.9700012,167.3699951,80.33999634,Southeast Asia,Kuala Lumpur,ON_HOLD,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/23/2016 3:03,Standard Class
TRANSFER,4,4,44.88000107,263.980011,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,5715,Corporate,PR,7,Fan Shop,18.2375145,-66.3705368,LATAM,San Luis Potosí,México,5715,5/2/2017 23:19,58433,957,36.0,0.119999997,146263,299.980011,0.170000002,1,299.980011,263.980011,44.88000107,Central America,San Luis Potosí,PROCESSING,,957,43,,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,5/6/2017 23:19,Standard Class
DEBIT,2,1,77.0,220.0099945,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,18180,Consumer,PR,10,Technology,18.2480278,-66.03705597,Pacific Asia,Yakarta,Indonesia,18180,12/25/2017 8:48,74627,1352,32.86999893,0.129999995,177942,252.8800049,0.349999994,1,252.8800049,220.0099945,77.0,Southeast Asia,Yakarta,COMPLETE,,1352,65,,Industrial consumer electronics,252.8800049,0,12/27/2017 8:48,First Class
DEBIT,6,4,15.59000015,47.25,Late delivery,1,24,Women's Apparel,Orlando,EE. UU.,6791,Consumer,FL,5,Golf,28.0864048,-81.5091095,Europe,Bilbao,España,6791,8/8/2017 7:04,65100,502,2.75,0.059999999,162693,50.0,0.330000013,1,50.0,47.25,15.59000015,Southern Europe,País Vasco,COMPLETE,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,8/14/2017 7:04,Standard Class
PAYMENT,4,4,27.12000084,239.9600067,Shipping on time,0,17,Cleats,Chesapeake,EE. UU.,9873,Corporate,VA,4,Apparel,36.70524979,-76.2432785,USCA,Skokie,Estados Unidos,9873,5/8/2016 8:35,33798,365,59.99000168,0.200000003,84359,59.99000168,0.109999999,5,299.9500122,239.9600067,27.12000084,US Center ,Illinois,PENDING_PAYMENT,60076.0,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/12/2016 8:35,Standard Class
PAYMENT,5,4,-53.99000168,239.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,3696,Corporate,PR,4,Apparel,18.21806908,-66.37051392,USCA,Jackson,Estados Unidos,3696,5/24/2016 3:19,34879,365,0.0,0.0,87127,59.99000168,-0.230000004,4,239.9600067,239.9600067,-53.99000168,US Center ,Michigan,PENDING_PAYMENT,49201.0,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/29/2016 3:19,Standard Class
CASH,6,4,107.8700027,371.980011,Late delivery,1,45,Fishing,Sandusky,EE. UU.,7416,Corporate,OH,7,Fan Shop,41.44783402,-82.8425293,LATAM,Buenos Aires,Argentina,7416,3/8/2015 7:57,4545,1004,28.0,0.07,11373,399.980011,0.289999992,1,399.980011,371.980011,107.8700027,South America,Buenos Aires,CLOSED,,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,3/14/2015 7:57,Standard Class
